,Precentral_L,Precentral_R,Frontal_Sup_L,Frontal_Sup_R,Frontal_Sup_Orb_L,Frontal_Sup_Orb_R,Frontal_Mid_L,Frontal_Mid_R,Frontal_Mid_Orb_L,Frontal_Mid_Orb_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_L,Frontal_Inf_Orb_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,Insula_L,Insula_R,Cingulum_Ant_L,Cingulum_Ant_R,Cingulum_Mid_L,Cingulum_Mid_R,Cingulum_Post_L,Cingulum_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Thalamus_L,Thalamus_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebellum_Crus1_L,Cerebellum_Crus1_R,Cerebellum_Crus2_L,Cerebellum_Crus2_R,Cerebellum_3_L,Cerebellum_3_R,Cerebellum_4_5_L,Cerebellum_4_5_R,Cerebellum_6_L,Cerebellum_6_R,Cerebellum_7b_L,Cerebellum_7b_R,Cerebellum_8_L,Cerebellum_8_R,Cerebellum_9_L,Cerebellum_9_R,Cerebellum_10_L,Cerebellum_10_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_7,Vermis_8,Vermis_9,Vermis_10
Cingulum_Mid_L,0.01283709,0.11226416,-0.29398871,-0.39321855,-0.69835084,0.22982638,-0.1279464,0.15959773,0.20170231,-0.14994872,-0.17152668,-0.34816316,-0.5155386,-0.00346623,-0.19889996,-0.4557421,0.42812514,0.24965962,0.20928357,0.3828319,0.21370342,-0.27002667,-0.42381536,-0.4383514,-0.45074153,-0.15750193,-0.54912618,-0.39270059,0.70246613,0.45616257,0.26040703,-0.04697944,0,0.75028895,-0.32737289,0.09587106,-0.51574585,-0.24616789,-0.11608428,-0.03963813,0.08315911,-0.07834095,-0.13904816,-0.06821581,0.07914864,0.45939184,0.09474544,-0.0065828,0.60002471,0.48575565,0.21144243,0.44752161,0.3914052,-0.10684398,0.48973955,0.06137959,-0.14172626,0.05539449,0.40359555,0.30854267,0.06526482,0.25137972,0.772373,0.70742079,-0.42408989,-0.2326552,0.72733947,0.60536076,0.17343299,0.50919793,-0.11417533,-0.17957737,0.03448402,-0.02483329,0.04227687,-0.11283439,0.1583103,0.1800632,0.17080966,-0.06793213,0.07499573,0.34848031,-0.03668514,-0.1343109,-0.39338251,0.03760548,-0.17056828,-0.12831045,0.19845047,0.07575839,-0.38274987,-0.54800564,-0.63446811,-0.50524293,0.17765133,0.14801453,-0.00931051,0.06591871,0.09508278,-0.15860181,0.40956886,0.0407083,0.33062641,0.22273049,0.07417134,0.2837704,-0.2807477,0.02616997,-0.35301447,0.04693352,0.09501582,-0.21140925,-0.14688764,-0.4777471,-0.47178052,-0.26679617
Cingulum_Mid_R,-0.02608441,0.31463588,-0.319451,-0.33532317,-0.66970018,0.3416485,0.1653558,0.59584684,0.55758484,0.2826657,-0.11473072,-0.25645859,-0.56542747,0.25217907,-0.35175931,-0.3645028,0.46648504,0.37481504,0.27614121,0.52872892,-0.2849377,-0.52009959,-0.54965748,-0.48235868,-0.76112938,-0.6135689,-0.7963027,-0.74061822,0.602515,0.36803201,0.33625281,0.22247348,0.75028895,0,-0.63306962,-0.27082324,-0.70587808,-0.548518,-0.33466143,-0.37216765,-0.09467739,-0.39033318,-0.47212135,-0.47895331,-0.3173041,0.2891954,-0.03005315,-0.1548861,0.3497043,0.27568122,-0.17920244,0.18873659,0.55422305,0.09003913,0.29211136,-0.21098516,0.00152885,0.24818808,0.3201783,0.39675012,0.16888672,0.51341477,0.6834075,0.81150574,-0.57637919,-0.09530527,0.45299635,0.43512407,-0.00357044,0.32524606,-0.01663253,0.04774671,-0.03933817,-0.01169442,0.0099148,-0.29776588,-0.22766545,0.1667585,0.23605578,0.41349015,0.4626131,0.56692242,-0.112262,-0.20550873,-0.43037128,0.01439731,-0.38215216,-0.39054869,0.2538673,0.14330494,-0.13477308,-0.61379961,-0.35394632,-0.57805014,0.15154305,-0.18395549,-0.12405018,-0.2678548,0.23733479,-0.24930874,0.71064669,0.18074528,0.55481399,0.35345389,-0.15826152,-0.01076771,-0.4422262,-0.07964112,-0.15991136,0.0105583,-0.18114032,0.02506051,-0.08784279,-0.39381385,-0.39913812,-0.17991905
Cingulum_Post_L,-0.44922531,-0.69313502,0.41711105,0.59378198,0.04182778,-0.43604402,-0.53439965,-0.76722808,-0.8775132,-0.29386459,-0.27599004,-0.40859593,0.30531404,-0.42277559,0.51932783,0.63356724,-0.56180265,-0.35916356,-0.54824287,-0.74551988,0.47764263,0.26597192,0.78328609,0.88650408,0.79825591,0.58971621,0.75984215,0.7165069,-0.64771177,-0.26090788,0.09457089,0.31927177,-0.32737289,-0.63306962,0,0.77024119,0.48556567,0.53587084,0.3151961,0.45620831,0.18188031,0.52707991,0.48162439,0.40668018,0.58588078,-0.15498437,0.02334463,0.17200828,-0.40625087,-0.45439063,0.10201492,-0.20991722,-0.78897262,-0.4497635,-0.02393272,0.27740387,-0.20070785,-0.3693342,-0.55973806,-0.52921882,-0.72079762,-0.79426617,-0.53405169,-0.69495342,0.80330382,-0.03072773,-0.0912394,-0.13139266,0.13394038,0.01540621,-0.10630467,-0.30950001,0.06063638,-0.17771683,0.12589086,0.26670674,0.25193338,-0.18643905,0.0748847,-0.29023793,-0.45822592,-0.24684177,0.53164598,0.5282698,0.60386309,0.24715399,0.75278046,0.73650404,-0.53084099,-0.50163417,0.01495618,0.44261995,0.23951152,0.51363662,0.00058661,0.24612513,0.16253862,0.35223518,-0.21463575,0.17063655,-0.7443612,-0.30670135,-0.55321934,-0.57498625,0.09162974,0.13580297,0.11130952,-0.31840467,0.30287073,0.11540595,0.46942164,0.22021375,-0.30844218,0.19975783,-0.05682267,-0.12003306
Cingulum_Post_R,-0.58023828,-0.55030846,0.14445876,0.52477058,-0.25771501,-0.16460356,-0.69750539,-0.5009492,-0.62443733,-0.25562307,-0.56416942,-0.48008995,-0.10296102,-0.21924413,0.1811284,0.40412101,-0.23559633,-0.20651076,-0.59799706,-0.52697794,0.43631727,-0.00303263,0.37791979,0.61311643,0.54728668,0.42418784,0.37106089,0.43285833,-0.33500902,-0.22039673,-0.0243796,0.14671037,0.09587106,-0.27082324,0.77024119,0,0.21681983,0.38571637,0.157397,0.34979704,0.25813191,0.34819867,0.52106468,0.46691972,0.73609932,0.26732632,0.26350688,0.39715386,-0.0003514,-0.03218313,0.34516072,0.18851984,-0.43192711,-0.43299239,0.34154467,0.37314358,-0.25057781,-0.35630893,-0.27862909,-0.28595409,-0.68791755,-0.5398672,-0.25329918,-0.28744067,0.45132307,0.05967023,0.3088164,0.32439183,0.20391154,0.26037758,-0.3276375,-0.50292515,-0.05294332,-0.16088934,0.2255808,0.17091818,0.2918212,-0.15800899,0.12757516,-0.22778044,-0.31939889,0.00612177,0.30385377,0.32736699,0.23665252,0.33881616,0.5706829,0.47334057,-0.55952857,-0.27982991,-0.13076465,-0.06474598,0.02046834,0.04855997,0.1268578,0.377552,0.09208531,0.33459977,-0.00503465,0.04117194,-0.46942716,-0.42389117,-0.36990034,-0.49013503,0.00442295,0.22192666,-0.00156966,-0.05449455,0.24667853,0.12236927,0.66740274,0.25197795,-0.31828605,0.06070442,-0.25431975,-0.36024018
Hippocampus_L,0.05096299,-0.24496824,0.49771741,0.45624948,0.45258997,-0.5001393,-0.0709558,-0.50758601,-0.47998972,-0.56021602,-0.2226023,0.29606888,0.04571905,-0.31952085,0.01038316,-0.01723648,-0.37574961,0.02874305,-0.38147332,-0.55636307,0.33585299,0.5274909,0.36226232,0.27124105,0.80754823,0.71665046,0.77100177,0.65875186,-0.47303741,-0.22374812,-0.2265479,-0.23259363,-0.51574585,-0.70587808,0.48556567,0.21681983,0,0.82679557,0.83109145,0.71044863,0.32578041,0.56124471,0.63089839,0.50414805,0.20601881,-0.22364484,0.21632028,0.35121789,-0.00691017,-0.05262818,0.52432605,0.12240093,-0.29434261,-0.11374453,0.15617497,0.56092263,0.14576049,-0.12581295,0.01664948,-0.25419239,0.06879068,-0.54234695,-0.74713493,-0.70322615,0.16543145,-0.13872918,-0.03659662,-0.16110855,0.02695274,-0.02312583,0.05982242,0.08070826,0.33253778,0.1730354,0.02966072,0.4489207,0.19431333,-0.22384108,0.07883409,-0.24685827,-0.35286363,-0.58605486,-0.27058676,0.0219437,-0.05767465,-0.41763529,0.16272754,0.10174021,-0.17297308,0.12863345,-0.02556802,0.29337321,0.15016474,0.43235278,-0.03419132,0.31927837,0.21115424,0.53917617,-0.52437346,-0.06642322,-0.67565894,-0.26861145,-0.70377834,-0.27672162,-0.0389741,-0.10805791,0.05694554,-0.10653955,0.43350689,0.48086875,0.46020875,-0.00289416,0.09185153,0.4818539,0.0479579,0.26039664
Hippocampus_R,-0.03197704,-0.37825177,0.59707828,0.45743356,0.16275685,-0.44227722,-0.1238084,-0.60692707,-0.56428414,-0.61327554,-0.39791604,-0.07346431,-0.18484387,-0.43806407,0.03436061,-0.10236631,-0.28029777,0.16012091,-0.34147688,-0.52920423,0.39363448,0.37062738,0.42374646,0.27844797,0.77861836,0.73661465,0.67757515,0.69051979,-0.29039831,-0.00948043,-0.01450259,-0.09529921,-0.24616789,-0.548518,0.53587084,0.38571637,0.82679557,0,0.78637955,0.85755937,0.45802841,0.57661835,0.68042693,0.56137557,0.30348065,-0.24550547,0.30144566,0.43000162,0.0823512,-0.09939033,0.54005762,0.17712132,-0.25120626,-0.17605494,0.29540843,0.64068056,0.21045954,-0.0764061,0.08666419,-0.2052717,-0.04933947,-0.72421144,-0.53966138,-0.59036774,0.15629481,-0.34513425,0.21083856,0.00687675,0.17519309,0.20178333,0.07107801,-0.06402386,0.2500736,0.11369991,-0.06075429,0.33279443,0.32636431,-0.18439823,0.07985757,-0.19034706,-0.45769439,-0.42949271,-0.27008824,0.03643636,-0.14732659,-0.43255188,0.12615887,0.21833829,-0.33881918,-0.09793248,-0.10631543,0.22457503,-0.04824279,0.46693056,-0.01291104,0.26952125,0.17326602,0.67056315,-0.49979189,0.0809326,-0.66927577,-0.15461053,-0.50166912,-0.1999662,-0.03129004,0.00880018,-0.22596972,-0.20650864,0.24580392,0.27565323,0.46751194,-0.09387252,-0.11656329,0.44370174,-0.18376224,0.19264078
ParaHippocampal_L,0.13489601,-0.27192098,0.46431884,0.30821193,0.10818315,-0.45693222,-0.0559843,-0.44029695,-0.40469676,-0.66388629,-0.28070902,0.11420019,-0.27684357,-0.46523428,-0.12776757,-0.28046472,-0.27587005,0.22431476,-0.24668952,-0.39845452,0.45829806,0.48335764,0.19004062,0.06101821,0.63832065,0.68965706,0.58658683,0.53779496,-0.13867236,0.03953721,-0.0239895,-0.15953619,-0.11608428,-0.33466143,0.3151961,0.157397,0.83109145,0.78637955,0,0.81473155,0.34332342,0.5436576,0.58334401,0.44421556,0.17889692,-0.09508646,0.22597636,0.31287506,0.27045079,0.1045078,0.57351196,0.29050335,-0.13693795,-0.24458114,0.36294273,0.58158333,0.12875763,-0.16150669,0.29930934,-0.08870729,0.19572552,-0.48133375,-0.47126605,-0.43269383,-0.05210058,-0.29430806,0.31601595,0.10537999,0.15317876,0.27593621,0.14882479,0.12042055,0.43862251,0.19883142,0.04719686,0.44245754,0.12904844,-0.16910232,0.29281726,-0.24579079,-0.37383745,-0.55144623,-0.35382739,-0.09355092,-0.27051485,-0.50543806,0.0390113,0.0435709,-0.0634626,0.15574938,-0.21655792,0.06182301,-0.14015138,0.25872948,0.15139992,0.44926014,0.28102329,0.64831778,-0.5714325,-0.14415223,-0.46531231,-0.161353,-0.52912557,-0.06720167,-0.02882394,-0.04701884,-0.19628322,-0.18748527,0.40442616,0.65593191,0.45591436,-0.06100088,0.09567167,0.30687341,-0.28272407,0.21729248
ParaHippocampal_R,-0.04975461,-0.44629392,0.41379428,0.34927968,-0.09438586,-0.40590657,-0.23848012,-0.51495378,-0.5240288,-0.59153958,-0.45719149,-0.0508171,-0.29794206,-0.34170203,-0.06103286,-0.19786691,-0.06265346,0.28381245,-0.38505916,-0.52501823,0.46657587,0.32844291,0.22381264,0.14505215,0.62821086,0.68768309,0.58042905,0.53964057,-0.10298491,0.09189724,-0.01047739,-0.14965466,-0.03963813,-0.37216765,0.45620831,0.34979704,0.71044863,0.85755937,0.81473155,0,0.42311649,0.49504912,0.71796427,0.66936122,0.3785329,-0.01500998,0.29292564,0.41719716,0.28644272,0.09371445,0.62310709,0.37056776,-0.24029792,-0.39028734,0.3574269,0.65666106,0.12419921,-0.2256415,0.1701664,-0.20204552,-0.01163559,-0.62637559,-0.33519479,-0.39546567,0.05371351,-0.26373426,0.39772492,0.22256611,0.06271028,0.28041918,0.09301112,-0.06165166,0.16945788,-0.00996581,-0.0981832,0.23342958,0.22537152,-0.29443328,0.20157986,-0.23760231,-0.43624469,-0.33291697,-0.25952862,-0.01878086,-0.26442744,-0.28879705,0.09950013,0.16137563,-0.35282945,0.01815022,-0.37354651,0.00590332,-0.2650445,0.2714242,0.15148522,0.48763055,0.2865786,0.78574499,-0.41642404,-0.05579039,-0.58657364,-0.1468198,-0.36251682,-0.12530179,0.21937193,0.0345582,-0.26435255,-0.28488019,0.24819777,0.38901751,0.48607365,-0.17189353,-0.25475942,0.12663379,-0.3327975,0.20233358
Amygdala_L,0.01724839,0.19425446,0.12631726,0.05850969,-0.11654076,-0.06302323,-0.24524217,-0.22867362,-0.34958245,-0.2127951,-0.30047478,-0.11761931,-0.16282423,0.02322282,-0.01809181,-0.18440351,0.23874722,0.43739842,-0.05997174,-0.02286473,0.03436184,0.06468542,0.06691021,-0.04949419,0.27739567,0.13565199,0.24519135,0.27540808,-0.01552226,0.12672694,0.0222072,-0.15848487,0.08315911,-0.09467739,0.18188031,0.25813191,0.32578041,0.45802841,0.34332342,0.42311649,0,0.61336268,0.26190597,0.24742664,0.03515108,-0.12407445,0.22155873,0.32107687,0.09293842,0.06222006,0.36285358,0.13622635,0.18321084,0.20308216,0.24682446,0.28937256,0.5492938,0.43263715,0.15084447,0.09886296,0.02238844,-0.15313302,-0.18060485,-0.12675239,-0.14665052,-0.11788623,0.11322535,0.01806172,0.49678922,0.37984566,-0.15504443,-0.11641653,0.14525323,0.4027147,-0.11230606,0.43186639,0.40982958,0.21869663,0.33674125,0.1265335,0.14598342,0.11319657,-0.22302267,0.28974872,-0.28679137,-0.3776565,-0.24099385,-0.11363748,-0.05714832,0.09122782,-0.08600462,-0.23826212,-0.18254885,-0.04847129,-0.04574421,0.00768182,0.0154456,0.36490529,-0.39036275,-0.25503911,-0.3664517,-0.23095124,-0.16867227,-0.15148758,-0.45523132,-0.24562296,-0.1273185,-0.34116644,0.0149374,-0.06833056,0.22396211,0.22479516,-0.25362903,0.27772929,-0.23328947,0.00617921
Amygdala_R,0.01919381,-0.19841879,0.34631321,0.24870572,-0.01300179,-0.31014846,-0.25021634,-0.63959931,-0.63284951,-0.58013701,0.00334187,-0.25185139,0.21017973,-0.40908056,0.43560559,0.06631694,-0.25305543,0.11423903,-0.02605682,-0.18987805,0.48434293,0.44799247,0.4919539,0.31657522,0.56490234,0.5034544,0.55693277,0.65435453,-0.22352037,0.18749569,0.08101669,-0.12252192,-0.07834095,-0.39033318,0.52707991,0.34819867,0.56124471,0.57661835,0.5436576,0.49504912,0.61336268,0,0.21690478,0.0950131,0.05350421,-0.41930751,-0.15393102,-0.0249306,-0.19990091,-0.28702022,0.22555666,-0.14323225,-0.25354028,-0.15483629,0.17347486,0.28978825,0.17597738,0.17549206,0.00278397,-0.02232275,-0.10610388,-0.38187457,-0.26888,-0.3760087,0.31169501,-0.24225659,0.05144798,-0.17471866,0.50963657,0.37436238,-0.07399272,-0.21436402,0.51626754,0.44592793,0.07292745,0.55489987,0.23914361,0.15232736,0.04862241,-0.11701969,-0.37568324,-0.22884477,0.06628353,0.40189069,0.14870404,-0.26775827,0.24687144,0.4429426,-0.02827827,-0.19097999,-0.18884667,0.2138696,-0.01768187,0.37457215,0.01242452,0.08291794,0.27575977,0.49401753,-0.46060293,0.04788141,-0.67840739,-0.23987657,-0.58177995,-0.21789236,-0.21123125,0.22866477,-0.05513653,-0.4662975,0.09841886,0.21662329,0.36236461,0.19216869,-0.19098136,0.1734016,-0.18255461,0.15544224
Calcarine_L,-0.10315753,-0.24772016,0.21667957,0.35931956,0.12241237,-0.35703771,-0.44603611,-0.41170889,-0.55024514,-0.44184651,-0.43360158,0.16078978,-0.166094,-0.12102476,-0.15864888,0.00355156,-0.09899916,0.16202144,-0.47076977,-0.45351471,0.33270214,0.31589009,0.11899686,0.20296789,0.6913092,0.54535936,0.58798345,0.43895091,-0.22869592,-0.15386663,-0.3418424,-0.19727116,-0.13904816,-0.47212135,0.48162439,0.52106468,0.63089839,0.68042693,0.58334401,0.71796427,0.26190597,0.21690478,0,0.8794481,0.7171394,0.21713575,0.6892612,0.75477943,0.41448212,0.25781118,0.68482958,0.39218953,-0.16470404,-0.21694367,0.32031894,0.6880011,-0.00415049,-0.27144589,0.09895017,-0.08345988,-0.14912929,-0.50010545,-0.41782137,-0.34371627,0.04299192,-0.03691365,0.20246041,0.14338092,0.0605892,0.18000237,-0.11344168,-0.15265542,-0.06386576,-0.1424306,0.03684196,0.22204189,0.3594711,-0.24835104,0.12680536,-0.39249453,-0.29877437,-0.32158612,-0.23996732,-0.02204209,-0.17925401,-0.09880175,0.20259019,0.07187099,-0.46388966,0.09248703,-0.07509874,-0.10636866,-0.06002217,0.02757091,0.08714459,0.58615568,0.09641948,0.50923451,-0.13578896,-0.02403894,-0.47178541,-0.37465426,-0.31654858,-0.32833617,0.11485485,-0.03414454,-0.10631413,0.1550363,0.31926892,0.28289948,0.66435074,-0.04286212,0.03748141,0.37559987,0.07213758,-0.01097745
Calcarine_R,-0.00335233,-0.242463,0.14648417,0.15215277,0.15400728,-0.26477321,-0.38105919,-0.40456751,-0.39223549,-0.39132659,-0.36422029,0.22337428,-0.1203405,-0.10575833,-0.13291114,-0.10849378,0.02759978,0.00223063,-0.38680312,-0.43555106,0.34602726,0.22933538,0.06452402,0.10275488,0.59485744,0.61194263,0.4952183,0.40763787,-0.05548029,-0.19106819,-0.25418606,-0.24955857,-0.06821581,-0.47895331,0.40668018,0.46691972,0.50414805,0.56137557,0.44421556,0.66936122,0.24742664,0.0950131,0.8794481,0,0.72979043,0.36708764,0.53794276,0.67644313,0.42406872,0.39747977,0.67429903,0.45107143,-0.19407145,-0.18170092,0.14089184,0.55891058,-0.00020197,-0.38467874,0.09811199,-0.25941068,-0.12087977,-0.47448042,-0.31193486,-0.33810711,0.05157517,-0.04700937,0.17292904,0.17014373,-0.06762595,-0.02477665,-0.05590864,-0.0715267,-0.0910008,-0.15194858,0.05815576,0.21134702,0.44163713,-0.19062537,0.13598683,-0.47618833,-0.28047668,-0.29081897,-0.17674102,-0.01835502,-0.17154246,-0.03483244,0.1661936,0.08300871,-0.39495644,0.07225869,-0.20960226,-0.06660341,-0.22371394,0.02012337,-0.00331782,0.56664167,0.0043711,0.49045962,-0.12239045,0.03606504,-0.39962727,-0.19677199,-0.16237602,-0.21690002,0.35363119,0.01512889,0.13556268,0.26378337,0.10107104,0.09926701,0.45004126,-0.18640166,-0.00504062,0.22749975,0.12588834,-0.04408868
Cuneus_L,-0.44235265,-0.43185104,-0.12902244,0.21397548,-0.10155773,0.04628224,-0.73892648,-0.36856025,-0.54136566,-0.134326,-0.3924046,-0.15595278,-0.05419227,-0.14620485,0.02884308,0.33049004,-0.08591506,-0.2186747,-0.55132785,-0.45309133,0.34108033,0.24836789,0.11590896,0.38815876,0.44158106,0.43186943,0.33242614,0.27972505,-0.14941442,-0.15139814,-0.23559199,-0.00526419,0.07914864,-0.3173041,0.58588078,0.73609932,0.20601881,0.30348065,0.17889692,0.3785329,0.03515108,0.05350421,0.7171394,0.72979043,0,0.53615633,0.56260279,0.6029532,0.29421719,0.26686709,0.39337364,0.29458581,-0.33376363,-0.3910754,0.26674066,0.37365172,-0.49667353,-0.51332791,-0.2496909,-0.29983775,-0.5713638,-0.36934644,-0.18062194,-0.15006415,0.38281958,0.20947547,0.15454592,0.24938221,-0.04307107,0.06842206,-0.33459504,-0.41067965,-0.25666331,-0.38779644,0.10768947,0.06292763,0.31168502,-0.11377628,0.13062839,-0.48562139,-0.36489077,-0.13594627,0.22534344,0.21885011,0.22640905,0.44687436,0.34467965,0.34694972,-0.3336086,-0.05988963,-0.03308606,-0.15234777,0.01139967,-0.1300062,0.29448808,0.62102981,0.18806266,0.31910826,0.21985125,-0.09904135,-0.376412,-0.52965093,-0.2230809,-0.56944525,0.19328599,0.10801006,0.04512281,0.13815731,0.1371803,0.08803814,0.57502792,0.00984031,-0.05909348,0.07403516,-0.0665213,-0.28604554
Cuneus_R,-0.28992153,-0.03253272,-0.62442215,-0.10138162,-0.27225979,0.37894486,-0.45770488,0.38660389,0.23605737,0.14694816,-0.4554611,0.11566609,-0.47698096,0.35168897,-0.56044352,-0.11003897,0.33921998,-0.16653553,-0.40008327,-0.0572116,0.05446879,-0.16862311,-0.62591787,-0.2626846,-0.27664165,0.01451284,-0.41663975,-0.40051082,0.24235924,-0.12857293,-0.3509948,-0.24511157,0.45939184,0.2891954,-0.15498437,0.26732632,-0.22364484,-0.24550547,-0.09508646,-0.01500998,-0.12407445,-0.41930751,0.21713575,0.36708764,0.53615633,0,0.4156615,0.35014547,0.62894242,0.77283957,0.44689245,0.74215392,0.11737928,-0.2950745,0.38797006,0.0284684,-0.49714037,-0.46415294,0.13496248,-0.08660769,-0.07750451,0.31520044,0.23668395,0.42409637,-0.26009227,0.49851177,0.47783606,0.74372321,-0.28031738,0.01373972,-0.36050322,-0.28955118,-0.43550702,-0.52038928,0.08454026,-0.25582046,0.02867457,-0.18473422,0.11207982,-0.35995987,0.00826488,0.03489086,-0.12704011,-0.33108286,-0.28607667,0.47103414,-0.16520345,-0.35450862,0.07920279,0.53146477,-0.12058767,-0.62534576,-0.2090506,-0.68964219,0.34632285,0.56831566,0.20429398,0.09463152,0.38637529,-0.44057519,0.30679159,-0.37270328,0.103439,-0.17328173,0.25810146,-0.04319579,0.13693992,0.40515474,-0.06696754,0.11988265,0.32190478,-0.12782525,0.02530873,-0.32572147,-0.23959284,-0.45298067
Lingual_L,-0.22525469,0.18840345,-0.22195141,0.12505964,-0.04070106,0.15593202,-0.45661022,0.14825935,-0.19681134,0.06916907,-0.46952697,0.1807874,-0.36911419,0.27370679,-0.49906888,-0.02258922,0.2986744,0.35587439,-0.42322162,-0.11018667,-0.21803391,0.06420852,-0.35379093,-0.10953924,0.14847783,0.05701512,0.00695649,-0.13516071,0.01098532,0.09621068,-0.45037223,-0.17485929,0.09474544,-0.03005315,0.02334463,0.26350688,0.21632028,0.30144566,0.22597636,0.29292564,0.22155873,-0.15393102,0.6892612,0.53794276,0.56260279,0.4156615,0,0.89964351,0.6091066,0.50555426,0.58698241,0.52197025,0.31351593,0.17173418,0.58185788,0.60558975,-0.00585731,0.08799201,0.10208364,0.19369002,-0.08362583,0.0105169,-0.16585873,0.15046132,-0.32755092,0.1865437,0.15194039,0.22787503,0.05538767,0.28898362,-0.42121544,-0.26895593,-0.37019999,-0.17169397,-0.24346958,-0.06253725,0.12444504,-0.20179931,0.22944642,-0.0637035,0.14303694,0.06186439,-0.37274697,-0.12149314,-0.36524646,0.02260167,-0.27345892,-0.37734794,-0.17890466,0.328936,0.30721527,-0.47955406,0.03465694,-0.46827966,0.27958955,0.42808879,0.09891822,0.17131095,0.26773145,-0.33768477,0.01605437,-0.57372189,0.02939296,-0.29317823,-0.26503119,-0.3029356,-0.25947334,0.19220919,0.14700765,0.06460208,0.45989059,0.1035792,0.24376658,0.35804476,-0.00985298,-0.15467336
Lingual_R,-0.28394863,0.01596462,-0.04269812,0.27563776,-0.00373026,0.09728384,-0.45698349,-0.00823443,-0.26972843,0.00661725,-0.52577071,0.12579732,-0.34399067,0.15335495,-0.36324891,0.00999036,0.14755689,0.27958402,-0.51531882,-0.29437626,-0.14391966,0.06134957,-0.17646435,0.03806578,0.32280544,0.2423587,0.16846067,0.04348137,-0.07473256,-0.02564051,-0.33259867,-0.11548902,-0.0065828,-0.1548861,0.17200828,0.39715386,0.35121789,0.43000162,0.31287506,0.41719716,0.32107687,-0.0249306,0.75477943,0.67644313,0.6029532,0.35014547,0.89964351,0,0.47404909,0.41787817,0.64317798,0.46981261,0.20483323,0.20827029,0.53069149,0.69614407,0.05699577,0.00804246,0.0089014,-0.00448453,-0.20004521,-0.18777583,-0.35641425,-0.07672072,-0.23146475,0.09821259,0.09844231,0.16615011,0.05764212,0.22674667,-0.35422039,-0.20686711,-0.23355965,-0.03502478,-0.21243085,0.08708998,0.19405159,-0.21929631,0.3214332,0.00141935,0.06626765,0.03788937,-0.32283072,-0.01841839,-0.31933453,-0.02789786,-0.14025378,-0.22042463,-0.27482262,0.20433458,0.23346145,-0.36890798,0.06253515,-0.30617777,0.22696698,0.39439961,0.05656065,0.29787869,0.12563867,-0.24528299,-0.18487745,-0.55407033,-0.05146776,-0.33256816,-0.23850895,-0.23207971,-0.23309318,0.11035154,0.22024999,0.08938931,0.52401675,0.24283634,0.25085478,0.46866789,-0.03446307,-0.05866887
