,Precentral_L,Precentral_R,Frontal_Sup_L,Frontal_Sup_R,Frontal_Sup_Orb_L,Frontal_Sup_Orb_R,Frontal_Mid_L,Frontal_Mid_R,Frontal_Mid_Orb_L,Frontal_Mid_Orb_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_L,Frontal_Inf_Orb_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,Insula_L,Insula_R,Cingulum_Ant_L,Cingulum_Ant_R,Cingulum_Mid_L,Cingulum_Mid_R,Cingulum_Post_L,Cingulum_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Thalamus_L,Thalamus_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebellum_Crus1_L,Cerebellum_Crus1_R,Cerebellum_Crus2_L,Cerebellum_Crus2_R,Cerebellum_3_L,Cerebellum_3_R,Cerebellum_4_5_L,Cerebellum_4_5_R,Cerebellum_6_L,Cerebellum_6_R,Cerebellum_7b_L,Cerebellum_7b_R,Cerebellum_8_L,Cerebellum_8_R,Cerebellum_9_L,Cerebellum_9_R,Cerebellum_10_L,Cerebellum_10_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_7,Vermis_8,Vermis_9,Vermis_10
Rolandic_Oper_L,0.06577911,0.59682786,-0.53618311,-0.45563583,-0.30255294,0.4460568,-0.09406246,0.47169955,0.45458731,0.23352746,-0.17325261,0.13303706,-0.35740421,0.4711866,-0.49616533,-0.40231659,0,0.62176902,0.19981591,0.55446503,-0.43547221,-0.3097714,-0.72000115,-0.62637339,-0.53535735,-0.43107026,-0.57103053,-0.5013144,0.54939685,0.43051447,-0.26401694,-0.382616,0.42812514,0.46648504,-0.56180265,-0.23559633,-0.37574961,-0.28029777,-0.27587005,-0.06265346,0.23874722,-0.25305543,-0.09899916,0.02759978,-0.08591506,0.33921998,0.2986744,0.14755689,0.5165324,0.59957323,0.2144771,0.41808718,0.55328568,0.19282597,0.24657467,0.0835505,0.28987969,0.45265464,0.40579636,0.47540649,0.31044464,0.52834418,0.49326355,0.69746832,-0.61882173,0.13804162,0.2045444,0.28517456,0.07734937,0.2975629,-0.38420206,-0.22246115,-0.18309648,0.14425454,-0.0760093,-0.20033061,-0.15814975,0.12034996,0.1571184,0.27143344,0.53966238,0.58933782,-0.38754405,-0.12199625,-0.5753146,0.02323202,-0.62677857,-0.54046847,0.02910312,0.34789197,-0.26761452,-0.7080422,-0.44172263,-0.68702701,0.18182458,0.09812773,0.00385773,-0.08143841,0.41021932,-0.29821841,0.4311348,-0.05347719,0.51780725,0.30554908,-0.01628023,-0.17914821,-0.14500069,0.05361741,-0.25358721,-0.19793441,-0.13380488,-0.15912023,-0.17516173,-0.31639147,-0.04804217,-0.12421936
Rolandic_Oper_R,0.18058109,0.47670147,-0.00846141,-0.10883675,-0.31565633,-9.62E-05,0.04825569,0.19503106,0.12156752,-0.05264074,-0.21208872,-0.03101108,-0.43298316,0.11149547,-0.38772532,-0.41608258,0.62176902,0,0.22579359,0.42511093,-0.30949195,-0.1411867,-0.37706819,-0.43917862,-0.14387434,-0.31916257,-0.16972662,-0.18638679,0.34684866,0.53111718,-0.09268874,-0.18643772,0.24965962,0.37481504,-0.35916356,-0.20651076,0.02874305,0.16012091,0.22431476,0.28381245,0.43739842,0.11423903,0.16202144,0.00223063,-0.2186747,-0.16653553,0.35587439,0.27958402,0.41740125,0.25800356,0.24578656,0.19293722,0.54376211,0.21966369,0.37373649,0.35457211,0.58198731,0.62717435,0.51291391,0.67807111,0.37039562,0.16238869,0.2120006,0.42300378,-0.60134354,-0.24678121,0.23030462,0.05546954,0.38075005,0.62850218,-0.19452786,-0.05853974,0.12914703,0.45635426,-0.11095087,0.10214545,-0.1544665,0.04083915,0.3322853,0.51902938,0.45934706,0.45740397,-0.49664356,-0.00866421,-0.62964774,-0.44967687,-0.50499402,-0.37819699,-0.10600017,0.17508582,-0.21928772,-0.54234352,-0.35055122,-0.39299384,0.24276492,0.06348466,-0.08888454,0.08382778,-0.02621574,-0.28706013,0.1695684,-0.04263733,0.25322129,0.23210601,-0.37302091,-0.31665771,-0.59171798,-0.27077474,0.19518038,0.13243305,0.04294901,-0.00128524,-0.13839799,0.03432202,-0.20338298,0.04651752
Supp_Motor_Area_L,0.78506714,0.56521224,0.04298619,-0.70936097,0.07977951,0.01933531,0.58787409,0.0588606,0.40368387,-0.08955382,0.71530085,0.09052575,0.21337233,-0.1888811,0.1544352,-0.47401776,0.19981591,0.22579359,0,0.81749905,-0.04479547,-0.02710762,-0.11051332,-0.53105029,-0.35523506,-0.33723158,-0.25328805,-0.11528152,0.56109295,0.38919906,0.23800582,-0.11917142,0.20928357,0.27614121,-0.54824287,-0.59799706,-0.38147332,-0.34147688,-0.24668952,-0.38505916,-0.05997174,-0.02605682,-0.47076977,-0.38680312,-0.55132785,-0.40008327,-0.42322162,-0.51531882,0.01630198,-0.04330025,-0.39571208,-0.37596672,0.3895932,0.40289783,-0.42229311,-0.38400535,0.38861681,0.43213545,0.50457649,0.54022868,0.5783818,0.34277599,0.50610715,0.33507826,-0.27688288,-0.43284298,-0.14707148,-0.38069678,0.32741388,0.07085758,0.36428696,0.369098,0.38933719,0.50372322,0.16539078,0.22820866,0.02752359,0.57448808,-0.10769814,0.07927259,0.21144154,0.06750554,-0.11923112,-0.01606123,-0.11611814,-0.43754236,-0.29077728,-0.05225567,0.376768,-0.15244272,-0.15347497,0.11985216,-0.26675279,0.02266311,-0.27662615,-0.45342211,-0.42474769,-0.44112276,-0.15633855,0.30463185,0.39960714,0.61905622,0.41584663,0.57490677,-0.04249244,0.16904602,0.02585667,0.2126338,-0.38868489,-0.23324566,-0.62716905,-0.32475031,0.20292149,-0.15563763,0.28184294,0.13682649
Supp_Motor_Area_R,0.53542892,0.78578576,-0.39529706,-0.70365968,-0.10904731,0.36113685,0.29908743,0.40061191,0.56922917,0.13386191,0.45392102,0.11113032,-0.04165389,0.15376597,-0.21323545,-0.4490193,0.55446503,0.42511093,0.81749905,0,-0.27274381,-0.13716577,-0.54052189,-0.69605961,-0.62731908,-0.58956495,-0.58501243,-0.40098017,0.63022163,0.44774431,-0.09501435,-0.27532695,0.3828319,0.52872892,-0.74551988,-0.52697794,-0.55636307,-0.52920423,-0.39845452,-0.52501823,-0.02286473,-0.18987805,-0.45351471,-0.43555106,-0.45309133,-0.0572116,-0.11018667,-0.29437626,0.25463486,0.27226897,-0.22233938,-0.07333442,0.63185799,0.40808807,-0.11814543,-0.34324344,0.30927807,0.5612945,0.57699834,0.78954856,0.56221946,0.69050709,0.62704596,0.71663045,-0.54860878,-0.07924296,-0.01550866,-0.09245995,0.37673288,0.29740424,-0.06559945,0.02053892,0.17773976,0.41616343,0.16827218,-0.01353361,-0.15013169,0.53939363,-0.03586829,0.18194582,0.42233379,0.33637914,-0.29466927,-0.15163023,-0.33082632,-0.19829785,-0.52011135,-0.35321816,0.35475531,0.15368441,-0.11376594,-0.34935982,-0.30091245,-0.48303759,0.0263232,-0.23465527,-0.22088299,-0.46179239,0.23885263,0.05536299,0.60114181,0.27144617,0.53968758,0.52355663,-0.24252277,0.04682109,-0.12270802,0.30542608,-0.27281562,-0.16877731,-0.40451472,-0.12303534,0.22755675,-0.20069575,0.15640945,-0.10689468
Olfactory_L,0.13716823,-0.53872002,0.31754045,0.01886031,-0.07778773,-0.37069281,-0.14041107,-0.67872382,-0.46159763,-0.69711909,0.02315742,-0.14096986,0.0599994,-0.58294886,0.33131793,-0.12929686,-0.43547221,-0.30949195,-0.04479547,-0.27274381,0,0.46581076,0.38281113,0.19185357,0.4540818,0.64347758,0.47625597,0.58964217,0.04496014,-0.06543229,0.18346906,-0.09017122,0.21370342,-0.2849377,0.47764263,0.43631727,0.33585299,0.39363448,0.45829806,0.46657587,0.03436184,0.48434293,0.33270214,0.34602726,0.34108033,0.05446879,-0.21803391,-0.14391966,0.0903002,-0.03475313,0.28485449,0.11094583,-0.36840945,-0.52071721,0.05127451,0.10927262,-0.29839879,-0.52368177,0.10952331,-0.21453036,-0.08401197,-0.4569744,0.03210104,-0.29344405,0.34984138,-0.31853625,0.43183782,0.20040285,0.12050341,0.14046314,0.2796175,-0.04739674,0.38988659,-0.05294655,0.23468109,0.1701773,0.41981431,0.08254458,-0.10265523,-0.70847476,-0.74162857,-0.55937002,0.13238408,-0.05340323,0.17011566,-0.05460923,0.50406867,0.51506576,-0.08654176,-0.17337996,-0.47664211,0.31353773,-0.30115594,0.36977904,0.00970896,0.41740306,0.14306062,0.52774701,-0.45079945,0.26884448,-0.4618868,0.0648031,-0.40482378,-0.03164722,0.33735618,0.58350846,0.06986375,0.10121922,0.05998209,0.39984238,0.41989826,-0.24070139,-0.08547267,-0.17736606,-0.26070405,0.02688182
Olfactory_R,0.09717711,-0.18782851,0.06113711,-0.08297861,0.33511742,-0.03549912,-0.16808169,-0.49862066,-0.42536117,-0.40444689,0.30819952,0.26079644,0.35801711,-0.37755403,0.30797486,0.04139068,-0.3097714,-0.1411867,-0.02710762,-0.13716577,0.46581076,0,0.24196398,0.11543455,0.39737296,0.49545204,0.56729194,0.54348162,-0.12107677,-0.03844765,-0.18057033,-0.2799212,-0.27002667,-0.52009959,0.26597192,-0.00303263,0.5274909,0.37062738,0.48335764,0.32844291,0.06468542,0.44799247,0.31589009,0.22933538,0.24836789,-0.16862311,0.06420852,0.06134957,-0.0636476,-0.113265,0.13667218,-0.13350877,-0.14949326,-0.10892806,-0.02468383,0.14368141,-0.27651182,-0.17164224,-0.0990304,-0.1200003,0.01309046,-0.14855166,-0.25555825,-0.31781515,0.31586074,-0.00191058,-0.22854848,-0.30308036,0.04718182,-0.05359103,0.05580889,-0.03093668,0.32314776,0.12622226,-0.01956141,0.11289885,0.22518679,0.21321996,-0.03514204,-0.50746715,-0.60941213,-0.55469563,0.00704046,0.05268559,0.29292017,-0.02936038,0.11656073,0.33483477,0.23986846,0.09049118,-0.08077552,0.30260701,0.02006707,0.31470919,0.26607832,0.37956464,0.45373939,0.48717439,-0.13760167,0.12511242,-0.5657691,-0.26104867,-0.39042245,-0.21050694,-0.00639785,0.23657525,0.05840432,-0.0422343,0.23768545,0.37590582,0.29605131,-0.02793311,0.22594433,0.29323032,0.09347406,0.34630493
Frontal_Sup_Medial_L,-0.13310813,-0.56384671,0.74296937,0.39844592,0.2198395,-0.54193231,0.01364922,-0.78934202,-0.67409547,-0.29336461,0.13365394,-0.37613163,0.49984449,-0.58975416,0.79439956,0.47248053,-0.72000115,-0.37706819,-0.11051332,-0.54052189,0.38281113,0.24196398,0,0.8054889,0.69006372,0.4382302,0.74745767,0.68937375,-0.54407128,-0.24648296,0.48470939,0.49536395,-0.42381536,-0.54965748,0.78328609,0.37791979,0.36226232,0.42374646,0.19004062,0.22381264,0.06691021,0.4919539,0.11899686,0.06452402,0.11590896,-0.62591787,-0.35379093,-0.17646435,-0.69336753,-0.79570377,-0.30421864,-0.64674283,-0.65806533,-0.1254147,-0.3579692,0.05425727,0.02261012,-0.13581828,-0.55054019,-0.51477429,-0.53868278,-0.7915712,-0.46226295,-0.77555619,0.78282122,-0.42149601,-0.32683279,-0.51423362,0.10292936,-0.19379944,0.29997793,0.10695543,0.33682362,0.09946392,0.11332282,0.30693086,0.2851829,0.06798019,-0.04189251,-0.06711093,-0.37595283,-0.23415318,0.57437955,0.54634094,0.6811677,-0.07709376,0.7345337,0.80163337,-0.3518244,-0.76328817,0.05718825,0.77139048,0.25117188,0.85992754,-0.34758332,-0.27134061,-0.13549084,0.11917397,-0.44385134,0.45771367,-0.64805642,0.16779591,-0.39588942,-0.26096828,0.04197707,0.24798691,0.10512266,-0.37899822,0.13555358,-0.04553932,0.04839015,0.15193714,-0.21240991,0.29851989,0.14087531,0.2008345
Frontal_Sup_Medial_R,-0.58756573,-0.65623671,0.38585255,0.68598501,0.03045941,-0.35277478,-0.42614294,-0.56346012,-0.71687993,-0.03130914,-0.21168249,-0.48160888,0.35676792,-0.30682279,0.54589292,0.81096596,-0.62637339,-0.43917862,-0.53105029,-0.69605961,0.19185357,0.11543455,0.8054889,0,0.61058488,0.3577868,0.59726879,0.52930825,-0.76397704,-0.35845947,0.19381699,0.56765807,-0.4383514,-0.48235868,0.88650408,0.61311643,0.27124105,0.27844797,0.06101821,0.14505215,-0.04949419,0.31657522,0.20296789,0.10275488,0.38815876,-0.2626846,-0.10953924,0.03806578,-0.66207397,-0.66143935,-0.19876886,-0.42298994,-0.78756202,-0.34643048,-0.16519379,0.07161578,-0.23779391,-0.27985201,-0.74869796,-0.5506266,-0.8220362,-0.68294712,-0.5514805,-0.62687087,0.8257831,0.05960364,-0.29193403,-0.24105761,0.02757254,-0.11903475,-0.11647143,-0.28322064,0.01033728,-0.22561569,0.14737265,0.07952922,0.02412874,-0.19279568,0.03395756,-0.01558521,-0.29931432,-0.04539132,0.64868536,0.52538044,0.7376028,0.3949335,0.77506223,0.73086315,-0.51802044,-0.60044387,0.19948989,0.47489335,0.41417415,0.52544865,-0.01024715,-0.01440971,0.13825272,0.11322482,-0.00974957,0.24209444,-0.56127524,-0.2223777,-0.39525467,-0.5230708,0.02792332,0.10733978,0.05176393,-0.39619332,0.34702621,0.01614608,0.29975068,0.41578893,-0.29060083,0.26975436,0.0503745,-0.12916882
Frontal_Med_Orb_L,-0.08179287,-0.43344166,0.63887974,0.53954259,0.3839081,-0.65414775,-0.25641219,-0.79650725,-0.7348073,-0.59786753,-0.2256829,-0.0620782,0.18983117,-0.5185395,0.31627902,0.24264046,-0.53535735,-0.14387434,-0.35523506,-0.62731908,0.4540818,0.39737296,0.69006372,0.61058488,0,0.76159873,0.91935793,0.83064556,-0.58798953,-0.31466849,-0.03785279,0.02570822,-0.45074153,-0.76112938,0.79825591,0.54728668,0.80754823,0.77861836,0.63832065,0.62821086,0.27739567,0.56490234,0.6913092,0.59485744,0.44158106,-0.27664165,0.14847783,0.32280544,-0.17884492,-0.2585298,0.36910112,-0.08957504,-0.57329403,-0.20283647,-0.00395871,0.52288252,0.11637998,-0.20390005,-0.16966691,-0.34966234,-0.31645922,-0.82541998,-0.71075383,-0.80914872,0.4674932,-0.25683291,-0.0766943,-0.22041413,0.21401938,0.02652353,0.03286127,-0.04948369,0.33497596,0.12425991,0.24180711,0.54131202,0.33898836,-0.13094895,0.1075033,-0.30126911,-0.38952919,-0.44732429,0.11468153,0.31916621,0.25136046,-0.22311496,0.57093901,0.49218848,-0.50116911,-0.33374663,-0.07619975,0.42159881,0.11348718,0.5642666,-0.18205604,0.23214754,0.02165399,0.40572132,-0.47322544,0.22725105,-0.73570558,-0.14700159,-0.59149684,-0.32322895,0.08189091,0.09199083,0.15783346,-0.09154818,0.35622726,0.2859981,0.48204927,0.0573882,-0.05755208,0.49971182,0.19437597,0.0700838
Frontal_Med_Orb_R,-0.03569001,-0.55570541,0.42680664,0.36252727,0.21884811,-0.39263586,-0.22965051,-0.68167346,-0.52176857,-0.6827935,-0.22653355,-0.00651006,-0.00688733,-0.51900246,0.16574423,-0.01797764,-0.43107026,-0.31916257,-0.33723158,-0.58956495,0.64347758,0.49545204,0.4382302,0.3577868,0.76159873,0,0.66189274,0.73772031,-0.26103005,-0.14353863,-0.00467968,-0.11582227,-0.15750193,-0.6135689,0.58971621,0.42418784,0.71665046,0.73661465,0.68965706,0.68768309,0.13565199,0.5034544,0.54535936,0.61194263,0.43186943,0.01451284,0.05701512,0.2423587,0.03470848,0.01173349,0.55559356,0.24827053,-0.51075437,-0.33875175,0.15930776,0.47718337,-0.14015787,-0.45183431,-0.00472451,-0.45808054,-0.14847767,-0.67937332,-0.47681662,-0.6139233,0.32183199,-0.20013142,0.19574067,0.10342828,0.06634065,0.0078403,0.07768662,-0.09810147,0.35402842,-0.01213601,0.10631795,0.33053764,0.29613867,-0.18164539,0.04289571,-0.54220618,-0.67447529,-0.61552283,-0.03823152,-0.02698105,0.09321562,-0.10947011,0.37087565,0.40860158,-0.21593574,-0.11571455,-0.20590185,0.34755146,-0.07206623,0.48580768,-0.00402858,0.39003892,0.28856751,0.67554615,-0.38139534,0.24861728,-0.6027957,-0.10095197,-0.50056907,-0.12936496,0.36042451,0.35845928,0.15958233,-0.00432021,0.08709987,0.33748383,0.45362521,-0.13904529,0.05831373,0.28080913,-0.03788634,0.13747123
Rectus_L,-0.01003711,-0.42921324,0.62192248,0.39735437,0.42514342,-0.61309442,-0.16905171,-0.8337292,-0.76241093,-0.52788165,-0.00554263,0.02367088,0.39124476,-0.53050778,0.46633202,0.26760883,-0.57103053,-0.16972662,-0.25328805,-0.58501243,0.47625597,0.56729194,0.74745767,0.59726879,0.91935793,0.66189274,0,0.8609796,-0.58620042,-0.35857402,0.02810355,0.05652524,-0.54912618,-0.7963027,0.75984215,0.37106089,0.77100177,0.67757515,0.58658683,0.58042905,0.24519135,0.55693277,0.58798345,0.4952183,0.33242614,-0.41663975,0.00695649,0.16846067,-0.33268735,-0.4234058,0.17675764,-0.28959321,-0.5763102,-0.18091797,-0.22383084,0.36872107,0.10908079,-0.18437431,-0.2806042,-0.3888638,-0.28300438,-0.77327322,-0.68765529,-0.84076892,0.55386751,-0.2514494,-0.25596341,-0.41084175,0.14361672,-0.09103999,0.20245829,0.0783648,0.35686781,0.12663087,0.18001355,0.44757886,0.35970985,-0.00056183,0.0826137,-0.34426346,-0.43208596,-0.48135344,0.19682724,0.34550023,0.38760803,-0.20628182,0.56539683,0.55137538,-0.40299046,-0.36766566,-0.10181813,0.55853188,0.1250907,0.68136218,-0.17944414,0.17950213,0.08468118,0.40075633,-0.49161125,0.28063952,-0.80811417,-0.0771395,-0.5425223,-0.30193381,0.09101649,0.09874906,0.14760649,-0.17801587,0.37596446,0.2882298,0.36725772,0.08819297,-0.060457,0.47662949,0.23337376,0.24509634
Rectus_R,0.02754379,-0.42594729,0.52830476,0.3422576,0.30125831,-0.45464716,-0.21213766,-0.89391666,-0.69156058,-0.623559,-0.01956817,-0.18807391,0.31144342,-0.6716418,0.42719937,0.18175602,-0.5013144,-0.18638679,-0.11528152,-0.40098017,0.58964217,0.54348162,0.68937375,0.52930825,0.83064556,0.73772031,0.8609796,0,-0.45772859,-0.21472529,-0.00706331,-0.0346113,-0.39270059,-0.74061822,0.7165069,0.43285833,0.65875186,0.69051979,0.53779496,0.53964057,0.27540808,0.65435453,0.43895091,0.40763787,0.27972505,-0.40051082,-0.13516071,0.04348137,-0.34695291,-0.37581448,0.22565427,-0.20897682,-0.5963382,-0.25748848,-0.19751831,0.26411768,0.13950592,-0.14018325,-0.12632686,-0.25861749,-0.22150194,-0.75297457,-0.54584549,-0.71877266,0.53670229,-0.25776732,-0.11763564,-0.28592559,0.39340638,0.11908731,0.05931071,-0.18065016,0.46441385,0.22342659,0.2957786,0.40973335,0.34496413,0.1287372,0.0208426,-0.3991856,-0.56373407,-0.44954666,0.14787823,0.2689994,0.35610791,-0.17384923,0.50294887,0.64120664,-0.39304917,-0.41528805,-0.23627823,0.5486763,-0.03795163,0.64101416,-0.02885752,0.23477643,0.20779538,0.45880874,-0.4196543,0.41242849,-0.77637032,-0.04921188,-0.51163354,-0.18620856,0.07183994,0.2331764,0.06057423,-0.12455013,0.30118708,0.26247954,0.34373653,0.07830417,-0.07497429,0.39988052,0.05455585,0.0542645
Insula_L,0.48064956,0.35941705,-0.25250161,-0.7547712,-0.3899921,0.34801457,0.29842925,0.30238469,0.51069034,-0.01267862,0.27293015,0.110122,-0.29025152,0.05277328,-0.20253915,-0.69959113,0.54939685,0.34684866,0.56109295,0.63022163,0.04496014,-0.12107677,-0.54407128,-0.76397704,-0.58798953,-0.26103005,-0.58620042,-0.45772859,0,0.58510788,0.22984941,-0.21662696,0.70246613,0.602515,-0.64771177,-0.33500902,-0.47303741,-0.29039831,-0.13867236,-0.10298491,-0.01552226,-0.22352037,-0.22869592,-0.05548029,-0.14941442,0.24235924,0.01098532,-0.07473256,0.59126615,0.49950123,0.01517297,0.25324643,0.66399952,0.1612075,0.16720349,-0.05664461,0.04831181,0.10022577,0.59912018,0.43193739,0.49921741,0.47314997,0.78443017,0.67548678,-0.53718824,-0.3224225,0.37142816,0.22033456,-0.02181683,0.18135955,0.19822348,0.24216968,0.0721418,0.24158632,-0.13122384,-0.08740678,0.02613277,0.26703056,0.06661892,0.00264769,0.1215156,0.17753484,-0.30429325,-0.23116869,-0.4897312,-0.22439497,-0.50512937,-0.28449045,0.44853803,0.18010838,-0.3130928,-0.37453992,-0.5458897,-0.41395401,0.05608946,0.03928031,-0.21534191,-0.01281455,0.08468644,-0.0067287,0.52235603,0.33782025,0.53845635,0.5041146,0.08194958,0.19136828,-0.15908199,0.23588626,-0.44537044,-0.12505409,-0.30715194,-0.36994981,0.12318595,-0.43985771,-0.23153152,0.08837287
Insula_R,0.24036928,0.22057388,-0.17719801,-0.38231268,-0.43485435,0.21946057,0.00466405,0.10089073,0.07500222,0.04403102,0.16558301,-0.21463428,-0.13613913,-0.05391784,-0.01012557,-0.19060123,0.43051447,0.53111718,0.38919906,0.44774431,-0.06543229,-0.03844765,-0.24648296,-0.35845947,-0.31466849,-0.14353863,-0.35857402,-0.21472529,0.58510788,0,0.10917526,-0.02154461,0.45616257,0.36803201,-0.26090788,-0.22039673,-0.22374812,-0.00948043,0.03953721,0.09189724,0.12672694,0.18749569,-0.15386663,-0.19106819,-0.15139814,-0.12857293,0.09621068,-0.02564051,0.30080512,0.13886918,0.02196499,0.05784808,0.2757683,0.0805034,0.35491222,0.16938539,0.14156561,0.30289759,0.34004581,0.4870592,0.24226831,0.22665403,0.52117291,0.46809241,-0.23711298,-0.22729462,0.17010472,-0.00774414,0.35422833,0.54138185,-0.13645508,-0.12434901,0.07942229,0.28181864,-0.374219,0.08359112,-0.29392232,-0.004845,0.24551021,0.18764741,0.11112222,0.17641471,-0.08843087,0.16184641,-0.21137353,-0.16290225,-0.39088587,-0.03030548,0.24073533,-0.02862358,0.00425473,-0.18805343,-0.15938271,-0.2701757,0.30723609,0.06891649,0.0272603,0.06347254,0.08702109,-0.09801153,0.25673637,-0.01866563,0.27680484,0.197186,-0.1655822,-0.01468678,-0.35922934,-0.29585069,-0.26170342,-0.06550931,-0.17121045,-0.20560182,0.06702722,-0.36169812,-0.32401752,0.06749843
Cingulum_Ant_L,0.06228386,-0.29207242,0.5821697,-0.11973693,-0.32321465,-0.20578832,0.41070337,-0.24213569,-0.03744032,-0.04569247,0.13169207,-0.41592519,-0.03966811,-0.40538293,0.46872395,-0.1141488,-0.26401694,-0.09268874,0.23800582,-0.09501435,0.18346906,-0.18057033,0.48470939,0.19381699,-0.03785279,-0.00467968,0.02810355,-0.00706331,0.22984941,0.10917526,0,0.70164977,0.26040703,0.33625281,0.09457089,-0.0243796,-0.2265479,-0.01450259,-0.0239895,-0.01047739,0.0222072,0.08101669,-0.3418424,-0.25418606,-0.23559199,-0.3509948,-0.45037223,-0.33259867,-0.30676362,-0.47372582,-0.47088765,-0.44916211,-0.03888443,0.05040019,-0.19374241,-0.15601492,0.09485602,-0.01964861,-0.1781171,-0.32595809,-0.20975481,-0.34535503,0.16614554,-0.12108899,0.19001933,-0.67790509,0.07699012,-0.16539669,-0.09777589,-0.12965616,0.59175922,0.48327855,0.36001407,0.14508262,-0.01989583,0.06042583,0.1831323,0.27848347,0.22490373,0.25249015,0.00451659,0.13434082,0.34190242,0.26349104,0.18003607,-0.24645265,0.22113797,0.36201881,0.04394075,-0.59101233,-0.10976719,0.31318819,-0.13917564,0.4558657,-0.35881604,-0.50216163,-0.37772655,-0.02817493,-0.40766354,0.26777288,0.03854652,0.57277357,0.21952822,0.23384102,0.00685178,0.25803631,-0.2042889,-0.39060424,-0.17916741,-0.1093609,-0.31334532,0.02414933,-0.21692366,-0.07677339,-0.25054308,0.25975285
Cingulum_Ant_R,-0.29109022,-0.35670555,0.38488392,0.26149937,-0.34859441,-0.17281941,0.04997429,-0.09004454,-0.21836222,0.31254971,-0.09447953,-0.49800345,0.00134783,-0.18012261,0.29874007,0.43509856,-0.382616,-0.18643772,-0.11917142,-0.27532695,-0.09017122,-0.2799212,0.49536395,0.56765807,0.02570822,-0.11582227,0.05652524,-0.0346113,-0.21662696,-0.02154461,0.70164977,0,-0.04697944,0.22247348,0.31927177,0.14671037,-0.23259363,-0.09529921,-0.15953619,-0.14965466,-0.15848487,-0.12252192,-0.19727116,-0.24955857,-0.00526419,-0.24511157,-0.17485929,-0.11548902,-0.49789551,-0.61143188,-0.51765261,-0.4851011,-0.3175521,-0.06452317,-0.21562539,-0.19825887,-0.03172275,-0.11745725,-0.48594387,-0.33204827,-0.51319854,-0.37647129,-0.13150953,-0.17415688,0.38347638,-0.21721651,-0.16646584,-0.19503513,-0.06912175,-0.11202284,0.27451073,0.17269743,0.00435989,-0.21736821,-0.03507814,-0.11887357,-0.10126743,0.01868487,0.3157009,0.31470941,0.12210241,0.19320294,0.4752576,0.31897415,0.41969755,0.14838188,0.32794522,0.36202577,-0.23476626,-0.5730765,0.34229893,0.28307865,0.3056991,0.30567498,-0.10135205,-0.36997477,-0.24730318,-0.19896327,-0.03496473,0.17876682,0.10106786,0.22862583,0.20549176,-0.10293286,-0.15181911,-0.0493892,-0.31260784,-0.3956815,0.16438599,-0.1073473,-0.1603763,0.34977302,-0.14884328,0.11663887,-0.16442724,-0.07343956
